15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,0,8,7,3,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,1,7,7,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,2,5,6,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,3,6,5,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,4,7,10,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,5,9,9,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,6,4,5,1,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,7,4,5,2,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,8,11,2,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,9,5,12,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,10,9,6,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,11,10,8,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,12,7,4,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,13,5,12,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,14,13,7,3,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,15,3,11,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,16,6,6,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,17,8,16,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,18,5,7,3,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,19,8,9,1,4
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,20,7,9,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,21,7,5,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,22,4,13,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,23,5,12,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,24,10,6,2,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,25,5,5,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,26,5,6,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,27,5,9,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,28,4,5,1,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,29,4,4,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,30,3,5,3,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,31,3,12,1,4
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,32,4,6,2,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,33,5,8,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,34,6,4,3,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,35,9,4,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,36,6,9,2,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,37,10,10,1,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,38,6,6,2,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,39,5,13,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,40,8,7,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,41,14,8,3,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,42,8,10,1,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,43,9,11,0,4
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,44,6,13,3,4
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,45,12,9,2,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,46,6,11,4,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,47,12,12,4,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,48,11,9,1,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,49,7,10,3,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,50,7,14,3,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,51,6,15,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,52,8,7,2,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,53,13,16,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,54,11,18,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,55,11,11,1,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,56,12,7,1,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,57,19,13,2,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,58,6,10,2,3
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,59,3,7,3,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,60,7,11,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,61,8,9,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,62,6,13,0,4
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,63,8,10,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,64,11,12,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,65,5,2,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,66,4,5,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,67,3,14,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,68,8,10,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,69,8,8,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,70,3,5,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,71,7,15,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,72,9,13,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,73,5,10,2,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,74,3,12,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,75,4,11,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,76,5,15,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,77,9,16,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,78,5,8,0,2
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,79,5,8,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,80,2,14,1,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,81,1,3,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,82,3,7,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,83,1,7,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,84,3,7,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,85,0,3,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,86,3,2,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,87,8,4,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,88,1,2,0,1
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,89,4,5,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,90,2,4,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,91,4,1,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,92,1,3,0,0
15,CIUDAD LINEAL,1508,ATALAYA,8,15159,159,93,2,0,0,0
