2,ARGANZUELA,207,ATOCHA,7,2083,83,0,8,6,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,1,6,8,1,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,2,11,13,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,3,8,8,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,4,5,8,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,5,14,10,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,6,10,4,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,7,9,8,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,8,10,11,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,9,8,13,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,10,2,10,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,11,9,10,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,12,18,11,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,13,6,8,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,14,10,8,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,15,16,7,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,16,9,5,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,17,14,4,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,18,11,11,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,19,16,8,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,20,9,6,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,21,8,11,0,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,22,5,6,0,2
2,ARGANZUELA,207,ATOCHA,7,2083,83,23,5,2,1,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,24,7,3,1,0
2,ARGANZUELA,207,ATOCHA,7,2083,83,25,5,7,1,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,26,2,7,0,3
2,ARGANZUELA,207,ATOCHA,7,2083,83,27,10,7,2,2
2,ARGANZUELA,207,ATOCHA,7,2083,83,28,9,6,2,3
2,ARGANZUELA,207,ATOCHA,7,2083,83,29,10,10,1,2
2,ARGANZUELA,207,ATOCHA,7,2083,83,30,7,6,0,1
2,ARGANZUELA,207,ATOCHA,7,2083,83,31,11,5,0,4
2,ARGANZUELA,207,ATOCHA,7,2083,83,32,2,5,1,3
